Respondent_ID,Age,Gender,Education,Employment,Monthly_Income,Location,Beer_Consumption_per_week,Satisfaction,Favorite_Flavor,Feedback,Preferred_Drinking_Time,Preferred_Snack_with_Beer,Willing_to_Recommend,Age_group
4027,43,Female,Doctorate,Student,15000,Manila,6,3,Pilsner,Smooth and refreshing,Morning,Sausages,1,25-45
309,34,Female,No formal education,Student,20000,Cebu,1,4,IPA,nan,Afternoon,Chips,1,25-45
231,33,Non-binary,Secondary,Employed Full-time,30000,Cebu,4,2,IPA,nan,Afternoon,nan,,25-45
2427,18,Male,Bachelor's,Retired,,Cebu,4,4,Pilsner,Could be creamier,Morning,Burger,4,Less than 25
2861,45,Prefer not to say,No formal education,Unemployed,40000,Baguio,0,5,Pilsner,Perfect for weekends,nan,Chips,2,25-45
725,64,Prefer not to say,No formal education,Unemployed,20000,Cebu,3,5,Lager,Could be creamier,nan,nan,5,Greater than 60
531,62,Male,Secondary,Employed Full-time,15000,Davao,7,1,Stout,,Night,Burger,2,Greater than 60
1534,56,Male,Secondary,Employed Part-time,100000,Baguio,7,2,Stout,Could be creamier,Night,Sausages,1,45-60
3134,36,Female,Secondary,Employed Full-time,40000,Davao,7,3,Pilsner,Smooth and refreshing,nan,nan,3,25-45
945,47,Non-binary,No formal education,Self-employed,10000,Quezon City,5,5,Lager,Light but not distinctive,nan,nan,5,45-60
1303,40,Prefer not to say,Primary,Unemployed,10000,Cebu,3,2,nan,Light but not distinctive,Night,Chips,4,25-45
2674,58,Female,No formal education,Unemployed,40000,Baguio,1,5,IPA,Too bitter for my taste,Morning,nan,2,45-60
1555,54,Prefer not to say,Doctorate,Employed Full-time,30000,Makati,7,2,Ale,Light but not distinctive,Evening,nan,2,45-60
4182,35,Prefer not to say,No formal education,Student,45000,Cebu,3,5,IPA,Smooth and refreshing,nan,nan,,25-45
3606,45,Non-binary,No formal education,Employed Full-time,30000,Davao,4,2,Pilsner,Perfect for weekends,nan,Chips,1,25-45
4674,50,Prefer not to say,Bachelor's,Unemployed,40000,Manila,4,5,IPA,,Morning,Chips,2,45-60
2293,61,Prefer not to say,Master's,Employed Part-time,50000,Quezon City,3,5,Stout,Could be creamier,nan,Chips,5,Greater than 60
4004,30,Non-binary,Primary,Self-employed,30000,Makati,1,3,Pilsner,Light but not distinctive,Afternoon,nan,1,25-45
3941,20,Female,No formal education,Student,100000,Quezon City,0,3,Lager,Could be creamier,Afternoon,nan,,Less than 25
2655,49,Female,No formal education,Unemployed,10000,Quezon City,0,2,Pilsner,Smooth and refreshing,nan,Burger,5,45-60
419,49,Prefer not to say,No formal education,Employed Part-time,50000,Quezon City,5,2,Stout,Perfect for weekends,Evening,nan,1,45-60
3863,38,Male,Bachelor's,Student,35000,Quezon City,2,3,Stout,"Strong flavor, love it",nan,nan,,25-45
1889,23,Male,Secondary,Student,60000,Davao,7,1,IPA,Could be creamier,Afternoon,Pizza,5,Less than 25
4033,30,Prefer not to say,Bachelor's,Unemployed,,Quezon City,4,4,Ale,Could be creamier,Afternoon,Nuts,5,25-45
1129,64,Prefer not to say,No formal education,Employed Part-time,40000,Manila,1,1,Stout,"Strong flavor, love it",Evening,Sausages,,Greater than 60
2095,18,Female,No formal education,Student,25000,Davao,1,4,Stout,nan,Night,Chips,5,Less than 25
2510,46,Prefer not to say,Secondary,Self-employed,35000,Quezon City,1,4,nan,Affordable,Evening,Burger,,45-60
4587,63,Prefer not to say,Primary,Unemployed,10000,Davao,4,3,IPA,Light but not distinctive,Night,Pizza,4,Greater than 60
3612,44,Male,Primary,Student,30000,Davao,5,5,Ale,Smooth and refreshing,Afternoon,nan,3,25-45
1741,49,Male,No formal education,Self-employed,40000,Cebu,6,1,Lager,,Afternoon,Pizza,,45-60
439,18,Non-binary,Master's,Unemployed,25000,Quezon City,6,1,nan,nan,Night,Chips,,Less than 25
2631,40,Non-binary,Secondary,Unemployed,45000,Makati,4,1,IPA,nan,Afternoon,Pizza,4,25-45
4095,52,Non-binary,Doctorate,Unemployed,35000,Quezon City,3,3,nan,Light but not distinctive,Night,Nuts,4,45-60
3755,25,Female,Bachelor's,Student,10000,Davao,4,5,Ale,Light but not distinctive,Afternoon,nan,,25-45
4673,33,Male,Primary,Retired,,Manila,3,2,IPA,Smooth and refreshing,Morning,Pizza,1,25-45
150,21,Male,Master's,Unemployed,45000,Cebu,0,3,nan,Perfect for weekends,Evening,nan,3,Less than 25
438,18,Female,Doctorate,Student,100000,Davao,0,4,Pilsner,nan,Afternoon,Nuts,,Less than 25
13,53,Prefer not to say,Bachelor's,Employed Part-time,30000,Baguio,4,2,nan,"Strong flavor, love it",Night,Chips,3,45-60
94,18,Female,No formal education,Employed Full-time,30000,Davao,6,3,Stout,Affordable,Morning,Sausages,1,Less than 25
3591,64,Non-binary,Bachelor's,Retired,100000,Makati,2,3,Pilsner,"Strong flavor, love it",Night,nan,5,Greater than 60
4764,22,Non-binary,Primary,Employed Full-time,50000,Quezon City,3,4,Lager,Perfect for weekends,Evening,Nuts,1,Less than 25
3413,35,Female,Primary,Self-employed,15000,Baguio,0,3,Pilsner,Too bitter for my taste,Night,Sausages,1,25-45
1293,35,Female,Vocational,Employed Part-time,60000,Makati,7,5,Pilsner,,Night,nan,4,25-45
735,58,Prefer not to say,Primary,Unemployed,45000,Cebu,6,1,nan,Smooth and refreshing,Morning,Burger,,45-60
2999,23,Prefer not to say,Doctorate,Retired,20000,Cebu,4,5,Pilsner,Perfect for weekends,Night,Pizza,2,Less than 25
1033,54,Female,Master's,Student,25000,Manila,4,1,IPA,,Morning,Chips,3,45-60
1484,34,Female,Doctorate,Student,30000,Makati,0,4,Lager,Perfect for weekends,Night,Pizza,3,25-45
1731,53,Prefer not to say,Vocational,Employed Part-time,50000,Baguio,1,5,Stout,"Strong flavor, love it",Morning,Sausages,4,45-60
712,35,Female,Secondary,Retired,60000,Manila,6,5,IPA,nan,Morning,Sausages,2,25-45
4474,60,Female,Bachelor's,Unemployed,35000,Makati,7,1,Pilsner,,Evening,Chips,4,45-60
1963,32,Prefer not to say,No formal education,Retired,25000,Quezon City,5,2,nan,Affordable,nan,Nuts,5,25-45
1757,46,Female,Bachelor's,Retired,60000,Davao,4,1,Lager,Smooth and refreshing,nan,Sausages,3,45-60
3251,26,Female,Secondary,Retired,20000,Quezon City,4,1,Ale,nan,Night,Sausages,4,25-45
3701,53,Female,Secondary,Retired,40000,Manila,4,5,Ale,Light but not distinctive,nan,Sausages,2,45-60
430,36,Male,Vocational,Student,50000,Baguio,4,4,nan,Affordable,Night,Nuts,4,25-45
1011,32,Prefer not to say,Doctorate,Self-employed,15000,Davao,7,5,IPA,"Strong flavor, love it",Evening,Chips,,25-45
2211,53,Female,Master's,Employed Full-time,40000,Quezon City,2,3,IPA,Smooth and refreshing,nan,Burger,5,45-60
795,32,Female,Doctorate,Self-employed,45000,Makati,3,5,Ale,"Strong flavor, love it",Evening,Burger,2,25-45
3590,30,Non-binary,Doctorate,Student,,Cebu,2,2,Pilsner,,nan,Burger,3,25-45
4842,48,Non-binary,Vocational,Retired,60000,Baguio,0,5,Lager,Light but not distinctive,nan,Nuts,,45-60
4771,60,Male,Bachelor's,Self-employed,60000,Makati,1,5,Stout,Too bitter for my taste,Evening,Sausages,,45-60
4834,60,Non-binary,Primary,Retired,30000,Cebu,0,2,nan,"Strong flavor, love it",Morning,Burger,4,45-60
1871,30,Non-binary,No formal education,Self-employed,30000,Baguio,6,5,Pilsner,Light but not distinctive,nan,nan,,25-45
4601,42,Male,Bachelor's,Self-employed,60000,Makati,3,5,Stout,nan,Morning,Pizza,3,25-45
2664,25,Non-binary,Bachelor's,Employed Full-time,25000,Manila,4,2,Stout,"Strong flavor, love it",Evening,Chips,,25-45
4442,27,Male,Vocational,Employed Full-time,45000,Cebu,3,1,Lager,nan,Afternoon,Chips,3,25-45
3965,47,Prefer not to say,Vocational,Employed Full-time,20000,Baguio,7,4,Stout,Affordable,Afternoon,Burger,2,45-60
4929,41,Non-binary,No formal education,Unemployed,10000,Makati,5,2,IPA,,Night,Burger,,25-45
3692,36,Male,Secondary,Unemployed,25000,Manila,3,4,nan,Too bitter for my taste,Morning,Pizza,5,25-45
288,42,Prefer not to say,No formal education,Employed Part-time,45000,Cebu,2,3,Pilsner,Light but not distinctive,Night,Sausages,5,25-45
4959,28,Non-binary,Vocational,Retired,40000,Quezon City,7,1,Ale,"Strong flavor, love it",Morning,Pizza,4,25-45
3874,58,Female,Master's,Student,60000,Davao,1,5,Pilsner,Affordable,Night,Burger,2,45-60
1045,62,Male,Doctorate,Student,35000,Baguio,6,4,nan,Too bitter for my taste,Night,nan,5,Greater than 60
3064,53,Female,Bachelor's,Student,15000,Davao,5,1,Lager,Could be creamier,nan,Sausages,3,45-60
562,39,Female,Doctorate,Retired,20000,Cebu,4,1,Pilsner,Smooth and refreshing,Evening,nan,,25-45
2728,49,Female,Doctorate,Unemployed,20000,Makati,2,4,Stout,Perfect for weekends,nan,Nuts,4,45-60
2989,34,Male,Primary,Retired,,Manila,6,4,IPA,Light but not distinctive,Morning,Chips,1,25-45
3845,27,Male,Doctorate,Employed Part-time,20000,Cebu,0,3,Ale,Perfect for weekends,Afternoon,Nuts,4,25-45
1809,37,Male,Master's,Retired,,Cebu,6,2,Stout,Smooth and refreshing,Afternoon,Nuts,3,25-45
3162,40,Male,Vocational,Employed Part-time,60000,Cebu,5,1,Ale,,Afternoon,Pizza,3,25-45
1872,43,Female,Secondary,Unemployed,25000,Makati,5,5,nan,nan,Morning,nan,2,25-45
4359,60,Non-binary,Vocational,Student,30000,Makati,0,1,Ale,Affordable,Morning,Chips,3,45-60
997,40,Male,Doctorate,Employed Full-time,,Davao,6,1,Pilsner,"Strong flavor, love it",Morning,Pizza,4,25-45
1671,27,Prefer not to say,Master's,Retired,25000,Davao,5,3,Ale,"Strong flavor, love it",Morning,Nuts,2,25-45
1973,57,Prefer not to say,Master's,Employed Part-time,10000,Quezon City,0,2,Lager,Smooth and refreshing,Afternoon,Sausages,3,45-60
692,53,Male,Primary,Retired,20000,Makati,5,3,Lager,nan,Evening,Nuts,3,45-60
4210,38,Prefer not to say,Bachelor's,Employed Full-time,20000,Baguio,6,5,IPA,Smooth and refreshing,nan,Chips,1,25-45
1996,42,Prefer not to say,Vocational,Unemployed,25000,Quezon City,5,5,IPA,nan,Evening,Sausages,2,25-45
4344,34,Male,Secondary,Student,40000,Davao,4,3,Lager,Could be creamier,Afternoon,Chips,,25-45
764,49,Female,Bachelor's,Employed Part-time,30000,Manila,0,4,Stout,Could be creamier,Afternoon,Burger,2,45-60
3036,31,Prefer not to say,Primary,Self-employed,60000,Manila,5,5,Stout,,Afternoon,Nuts,3,25-45
1965,53,Male,Secondary,Student,100000,Baguio,7,5,Stout,nan,Morning,Nuts,4,45-60
1666,60,Female,Master's,Self-employed,10000,Manila,1,2,Stout,Too bitter for my taste,Afternoon,Nuts,,45-60
4440,41,Prefer not to say,Primary,Retired,25000,Manila,2,4,IPA,Light but not distinctive,nan,nan,2,25-45
1739,64,Prefer not to say,Bachelor's,Employed Full-time,15000,Davao,5,3,Pilsner,Affordable,Morning,Chips,1,Greater than 60
3821,28,Female,Bachelor's,Employed Full-time,10000,Baguio,4,3,Stout,Perfect for weekends,Night,Sausages,5,25-45
4615,54,Non-binary,Vocational,Self-employed,,Makati,1,3,nan,nan,nan,Pizza,3,45-60
3691,52,Non-binary,Primary,Self-employed,40000,Davao,3,1,Lager,,Night,Pizza,5,45-60
1724,39,Non-binary,Vocational,Employed Part-time,10000,Baguio,6,5,IPA,Too bitter for my taste,Afternoon,Sausages,,25-45
811,34,Male,Vocational,Retired,10000,Manila,1,3,Lager,nan,Morning,Chips,,25-45
2779,51,Prefer not to say,Doctorate,Employed Part-time,50000,Davao,3,4,nan,nan,Morning,Sausages,,45-60
2365,55,Non-binary,No formal education,Employed Part-time,15000,Manila,2,1,Pilsner,Too bitter for my taste,Night,Sausages,2,45-60
415,56,Male,Primary,Student,10000,Quezon City,6,5,nan,,nan,nan,3,45-60
1225,47,Male,Primary,Employed Part-time,,Manila,2,4,Pilsner,Smooth and refreshing,nan,Chips,4,45-60
2285,35,Female,Secondary,Unemployed,40000,Baguio,3,2,Pilsner,Could be creamier,Night,nan,5,25-45
3236,26,Female,No formal education,Employed Part-time,30000,Baguio,0,1,Pilsner,Too bitter for my taste,Evening,Chips,1,25-45
2930,24,Male,Bachelor's,Student,25000,Baguio,5,4,Stout,Too bitter for my taste,Night,Burger,,Less than 25
2105,57,Non-binary,Master's,Retired,35000,Manila,6,2,Pilsner,,Afternoon,Burger,2,45-60
2837,21,Non-binary,Vocational,Employed Part-time,60000,Quezon City,0,1,Lager,Smooth and refreshing,Morning,nan,3,Less than 25
253,18,Prefer not to say,Master's,Employed Full-time,35000,Cebu,7,2,Pilsner,,Night,Pizza,3,Less than 25
684,33,Non-binary,Master's,Student,35000,Baguio,5,3,IPA,nan,nan,Chips,3,25-45
351,40,Male,Primary,Unemployed,40000,Quezon City,1,1,Lager,Too bitter for my taste,nan,Sausages,,25-45
4953,57,Male,Master's,Self-employed,45000,Makati,1,5,Pilsner,Smooth and refreshing,Night,Sausages,2,45-60
799,50,Female,No formal education,Employed Full-time,20000,Davao,6,4,IPA,Affordable,Night,Nuts,2,45-60
458,46,Non-binary,Master's,Employed Part-time,60000,Davao,5,3,Stout,"Strong flavor, love it",Night,Pizza,5,45-60
1345,35,Prefer not to say,Secondary,Self-employed,100000,Cebu,0,3,Ale,"Strong flavor, love it",Morning,Pizza,1,25-45
1026,18,Female,Bachelor's,Employed Full-time,20000,Cebu,4,2,nan,Light but not distinctive,Afternoon,Chips,4,Less than 25
91,46,Female,Doctorate,Retired,50000,Quezon City,5,4,nan,"Strong flavor, love it",nan,Burger,,45-60
2379,64,Male,No formal education,Unemployed,25000,Quezon City,3,3,IPA,Light but not distinctive,Afternoon,Sausages,2,Greater than 60
3362,43,Female,No formal education,Employed Full-time,20000,Cebu,7,2,IPA,Could be creamier,Afternoon,Nuts,5,25-45
27,39,Non-binary,Primary,Unemployed,100000,Baguio,7,2,Lager,Smooth and refreshing,Afternoon,Pizza,3,25-45
550,49,Male,Primary,Employed Full-time,20000,Makati,2,2,Stout,Too bitter for my taste,Afternoon,nan,,45-60
182,30,Non-binary,Primary,Employed Full-time,40000,Cebu,1,2,Pilsner,nan,Afternoon,Burger,,25-45
3917,57,Non-binary,No formal education,Student,10000,Cebu,3,1,Ale,,Night,Burger,2,45-60
4639,46,Non-binary,No formal education,Retired,30000,Makati,1,1,IPA,nan,Morning,Nuts,3,45-60
1085,50,Non-binary,Master's,Student,10000,Makati,7,2,Stout,Perfect for weekends,Afternoon,Burger,2,45-60
4378,23,Non-binary,No formal education,Unemployed,35000,Makati,4,2,Ale,"Strong flavor, love it",Evening,Sausages,5,Less than 25
2006,54,Non-binary,Doctorate,Student,10000,Baguio,6,2,Stout,Perfect for weekends,Morning,nan,5,45-60
3786,32,Male,Master's,Unemployed,60000,Cebu,6,2,Pilsner,Could be creamier,Evening,Sausages,,25-45
3987,28,Female,Primary,Unemployed,15000,Baguio,0,5,Lager,"Strong flavor, love it",Evening,Chips,2,25-45
3081,20,Female,Vocational,Employed Full-time,10000,Cebu,3,2,IPA,Light but not distinctive,Afternoon,Nuts,3,Less than 25
3340,23,Prefer not to say,No formal education,Self-employed,40000,Baguio,6,5,Ale,Could be creamier,Evening,Sausages,2,Less than 25
4526,26,Female,Secondary,Employed Full-time,,Quezon City,1,5,Ale,Too bitter for my taste,Night,Nuts,5,25-45
2764,64,Female,Primary,Self-employed,10000,Davao,3,4,Stout,,Morning,Pizza,3,Greater than 60
4880,28,Prefer not to say,Doctorate,Employed Part-time,,Makati,5,5,Stout,Light but not distinctive,Night,Nuts,4,25-45
2649,24,Non-binary,Primary,Retired,60000,Cebu,5,2,Ale,Affordable,Evening,Pizza,2,Less than 25
3680,59,Male,Primary,Student,60000,Makati,0,2,nan,Affordable,nan,Nuts,4,45-60
1500,32,Male,Doctorate,Student,10000,Baguio,7,1,nan,Could be creamier,Evening,Chips,2,25-45
1816,34,Female,Doctorate,Retired,10000,Baguio,7,4,IPA,nan,Night,Pizza,,25-45
70,61,Prefer not to say,Master's,Employed Full-time,100000,Quezon City,6,3,Pilsner,Could be creamier,nan,Burger,2,Greater than 60
916,62,Male,Vocational,Employed Full-time,15000,Davao,2,4,IPA,nan,Afternoon,Sausages,,Greater than 60
2378,48,Male,No formal education,Unemployed,35000,Davao,5,3,Stout,Perfect for weekends,Night,Burger,1,45-60
3665,55,Male,No formal education,Employed Full-time,60000,Davao,3,4,Lager,Affordable,nan,Pizza,3,45-60
2371,25,Prefer not to say,Vocational,Self-employed,10000,Makati,5,2,Ale,Light but not distinctive,nan,Pizza,5,25-45
3834,36,Non-binary,Doctorate,Unemployed,35000,Davao,4,2,Lager,Perfect for weekends,Morning,Chips,3,25-45
204,54,Non-binary,No formal education,Unemployed,50000,Manila,2,4,Ale,Light but not distinctive,nan,Sausages,,45-60
4905,20,Prefer not to say,Bachelor's,Self-employed,,Davao,0,2,Pilsner,Could be creamier,Evening,Chips,1,Less than 25
4017,32,Female,Bachelor's,Employed Part-time,40000,Davao,3,4,nan,Smooth and refreshing,Afternoon,Chips,5,25-45
4763,30,Prefer not to say,Secondary,Employed Full-time,,Makati,2,1,nan,Light but not distinctive,Morning,Sausages,4,25-45
388,18,Prefer not to say,Vocational,Employed Part-time,20000,Cebu,6,3,Pilsner,Light but not distinctive,Night,nan,1,Less than 25
4671,59,Male,Secondary,Student,15000,Quezon City,4,3,Lager,Affordable,Afternoon,Nuts,3,45-60
1742,28,Non-binary,Vocational,Student,30000,Cebu,6,1,nan,Perfect for weekends,Night,Chips,2,25-45
2593,46,Prefer not to say,Primary,Student,50000,Quezon City,1,1,IPA,nan,Night,Burger,,45-60
908,34,Female,Bachelor's,Unemployed,,Cebu,0,2,Pilsner,Too bitter for my taste,nan,Pizza,,25-45
4457,37,Male,Bachelor's,Employed Full-time,10000,Davao,4,2,IPA,Smooth and refreshing,Afternoon,Pizza,2,25-45
2319,58,Male,Master's,Employed Full-time,60000,Quezon City,2,2,Ale,Light but not distinctive,Night,Burger,4,45-60
932,43,Female,Doctorate,Retired,25000,Manila,1,2,Stout,"Strong flavor, love it",Evening,Nuts,,25-45
4460,29,Female,Doctorate,Retired,15000,Davao,7,4,Pilsner,nan,nan,Chips,,25-45
222,28,Female,No formal education,Retired,10000,Baguio,2,3,IPA,,Night,Chips,3,25-45
3592,51,Prefer not to say,Bachelor's,Self-employed,20000,Makati,0,2,Stout,"Strong flavor, love it",Evening,Sausages,1,45-60
4354,49,Non-binary,Vocational,Unemployed,10000,Quezon City,7,2,Lager,"Strong flavor, love it",Morning,Nuts,,45-60
747,40,Female,Vocational,Employed Full-time,20000,Baguio,5,1,Stout,Smooth and refreshing,Night,nan,,25-45
1927,49,Male,Vocational,Retired,35000,Quezon City,7,5,nan,Too bitter for my taste,Night,Burger,4,45-60
1175,26,Prefer not to say,Primary,Employed Full-time,100000,Makati,5,5,Pilsner,Could be creamier,nan,Chips,,25-45
3352,52,Female,Bachelor's,Unemployed,60000,Baguio,3,5,IPA,Could be creamier,Morning,Chips,5,45-60
2703,47,Non-binary,No formal education,Employed Part-time,50000,Makati,0,4,Lager,nan,nan,nan,,45-60
4762,24,Non-binary,Vocational,Self-employed,45000,Davao,5,1,Pilsner,Could be creamier,Night,Pizza,1,Less than 25
178,56,Non-binary,Doctorate,Retired,35000,Makati,2,5,nan,"Strong flavor, love it",Night,Nuts,3,45-60
4218,24,Male,Primary,Student,45000,Manila,1,3,Pilsner,Could be creamier,Afternoon,Nuts,3,Less than 25
3389,36,Male,Vocational,Employed Part-time,35000,Cebu,4,1,Ale,Could be creamier,Night,Nuts,4,25-45
4756,30,Non-binary,No formal education,Retired,45000,Baguio,5,5,Lager,Affordable,nan,Pizza,1,25-45
2863,28,Female,Doctorate,Employed Part-time,50000,Baguio,1,5,Pilsner,Affordable,Morning,nan,3,25-45
1920,62,Female,Master's,Employed Part-time,35000,Quezon City,4,3,Stout,Could be creamier,Afternoon,Chips,,Greater than 60
3341,43,Non-binary,Master's,Student,20000,Baguio,1,2,Stout,Could be creamier,nan,Nuts,1,25-45
849,22,Prefer not to say,Secondary,Unemployed,60000,Baguio,0,1,Pilsner,,Morning,Pizza,3,Less than 25
4348,18,Prefer not to say,Doctorate,Unemployed,20000,Cebu,1,1,Ale,nan,Afternoon,Nuts,3,Less than 25
2875,31,Non-binary,Master's,Unemployed,10000,Davao,1,5,nan,Smooth and refreshing,Afternoon,Burger,5,25-45
4861,26,Female,Master's,Retired,15000,Baguio,2,1,Stout,Light but not distinctive,Afternoon,Sausages,5,25-45
1184,19,Prefer not to say,Secondary,Retired,15000,Makati,3,5,IPA,Could be creamier,nan,Pizza,2,Less than 25
4362,31,Female,Primary,Self-employed,40000,Baguio,3,4,Stout,"Strong flavor, love it",Night,Burger,1,25-45
2182,25,Female,Master's,Employed Full-time,20000,Baguio,7,2,Ale,Too bitter for my taste,Morning,Nuts,2,25-45
3604,38,Prefer not to say,Bachelor's,Self-employed,10000,Davao,3,2,Pilsner,Too bitter for my taste,Morning,Sausages,5,25-45
528,58,Non-binary,Primary,Employed Part-time,15000,Manila,1,5,nan,Perfect for weekends,Night,Sausages,,45-60
4855,54,Non-binary,No formal education,Self-employed,25000,Manila,4,4,nan,nan,Afternoon,Burger,4,45-60
1787,41,Male,Vocational,Employed Full-time,60000,Baguio,2,5,nan,nan,nan,Chips,1,25-45
2136,55,Prefer not to say,No formal education,Unemployed,10000,Cebu,7,3,Lager,Smooth and refreshing,Morning,Sausages,5,45-60
882,62,Female,Vocational,Student,,Cebu,0,1,IPA,,Afternoon,Sausages,4,Greater than 60
3207,50,Prefer not to say,Master's,Employed Full-time,40000,Quezon City,4,4,IPA,Smooth and refreshing,Morning,Pizza,1,45-60
1898,45,Non-binary,Secondary,Retired,30000,Quezon City,5,1,IPA,Light but not distinctive,Afternoon,Burger,5,25-45
3263,45,Prefer not to say,Master's,Unemployed,50000,Baguio,5,1,Pilsner,,Night,Chips,1,25-45
3558,30,Male,Bachelor's,Student,40000,Baguio,0,5,IPA,,Afternoon,Chips,3,25-45
3269,58,Female,Master's,Retired,10000,Manila,5,3,Pilsner,nan,nan,nan,1,45-60
3365,59,Non-binary,Vocational,Student,25000,Davao,2,3,Ale,Light but not distinctive,Afternoon,Pizza,3,45-60
4768,56,Female,Primary,Student,15000,Davao,6,2,Ale,Too bitter for my taste,Night,Sausages,4,45-60
220,49,Prefer not to say,Master's,Self-employed,30000,Manila,6,1,Stout,Light but not distinctive,Evening,Sausages,3,45-60
3661,50,Non-binary,Secondary,Student,,Quezon City,0,3,Ale,Perfect for weekends,Afternoon,Chips,4,45-60
3894,55,Non-binary,No formal education,Retired,45000,Cebu,4,1,Ale,Too bitter for my taste,Evening,Chips,,45-60
583,53,Prefer not to say,Vocational,Employed Full-time,100000,Makati,2,4,Pilsner,Affordable,Night,Sausages,3,45-60
2448,52,Non-binary,Doctorate,Retired,45000,Baguio,7,2,IPA,Perfect for weekends,Evening,Burger,,45-60
2790,30,Prefer not to say,Vocational,Employed Full-time,100000,Baguio,0,1,IPA,,Morning,Sausages,2,25-45
44,21,Non-binary,Master's,Unemployed,,Quezon City,6,3,Pilsner,Too bitter for my taste,Night,Nuts,3,Less than 25
211,49,Prefer not to say,Bachelor's,Retired,10000,Baguio,5,1,Pilsner,Affordable,nan,Burger,,45-60
3197,31,Female,Doctorate,Employed Part-time,25000,Manila,1,4,Ale,Affordable,Afternoon,Burger,4,25-45
355,42,Female,Vocational,Employed Part-time,60000,Davao,4,1,Lager,"Strong flavor, love it",Night,Sausages,3,25-45
4728,28,Prefer not to say,Primary,Student,,Manila,4,3,Pilsner,"Strong flavor, love it",Night,Nuts,2,25-45
1262,54,Non-binary,Vocational,Self-employed,45000,Baguio,2,2,Ale,Light but not distinctive,Night,Sausages,3,45-60
4596,59,Prefer not to say,No formal education,Employed Full-time,50000,Quezon City,6,5,Lager,Affordable,Evening,nan,,45-60
2306,27,Male,Secondary,Retired,60000,Manila,7,4,IPA,nan,Afternoon,Pizza,1,25-45
368,59,Female,Secondary,Employed Full-time,15000,Davao,7,4,Lager,"Strong flavor, love it",Night,Burger,5,45-60
4215,62,Prefer not to say,Vocational,Employed Full-time,60000,Makati,6,1,Ale,Smooth and refreshing,Morning,Chips,2,Greater than 60
4608,38,Female,Primary,Self-employed,30000,Manila,1,5,IPA,nan,Night,Sausages,2,25-45
3337,35,Male,Bachelor's,Self-employed,15000,Manila,7,2,Lager,"Strong flavor, love it",Morning,Burger,1,25-45
136,22,Prefer not to say,Bachelor's,Employed Full-time,40000,Davao,1,2,Pilsner,Could be creamier,Evening,Burger,,Less than 25
4322,58,Prefer not to say,Bachelor's,Retired,45000,Makati,7,2,Stout,Affordable,Morning,Chips,5,45-60
48,43,Prefer not to say,No formal education,Retired,20000,Baguio,4,3,IPA,Smooth and refreshing,Morning,Sausages,5,25-45
2586,21,Male,Vocational,Student,45000,Baguio,0,1,Lager,Too bitter for my taste,Morning,nan,5,Less than 25
3546,59,Prefer not to say,Vocational,Employed Part-time,25000,Davao,4,5,Stout,nan,Afternoon,Pizza,5,45-60
3957,64,Prefer not to say,Doctorate,Retired,25000,Quezon City,4,2,Lager,Could be creamier,nan,Burger,4,Greater than 60
2016,28,Non-binary,Vocational,Student,15000,Baguio,6,2,IPA,"Strong flavor, love it",Morning,nan,4,25-45
671,64,Female,Bachelor's,Employed Part-time,15000,Davao,5,5,Stout,Affordable,Evening,nan,5,Greater than 60
3033,32,Non-binary,No formal education,Employed Full-time,20000,Makati,5,2,Stout,Perfect for weekends,nan,Sausages,1,25-45
2998,51,Female,No formal education,Unemployed,100000,Quezon City,4,5,Stout,Could be creamier,Afternoon,Pizza,4,45-60
62,21,Female,Primary,Retired,25000,Davao,2,5,nan,nan,Morning,nan,5,Less than 25
3480,55,Non-binary,Master's,Student,25000,Manila,1,1,IPA,Smooth and refreshing,Morning,Pizza,3,45-60
1091,19,Non-binary,Bachelor's,Employed Full-time,50000,Baguio,6,1,Ale,Could be creamier,Evening,Pizza,,Less than 25
96,24,Prefer not to say,No formal education,Retired,30000,Manila,7,1,Lager,Too bitter for my taste,nan,Chips,1,Less than 25
978,37,Prefer not to say,Doctorate,Student,30000,Baguio,4,4,IPA,Affordable,Evening,nan,,25-45
479,53,Female,Secondary,Student,30000,Cebu,7,1,nan,Smooth and refreshing,Afternoon,Nuts,4,45-60
3015,29,Male,Vocational,Student,40000,Manila,7,4,Ale,Light but not distinctive,Night,Sausages,5,25-45
3072,57,Non-binary,Master's,Student,60000,Manila,1,3,Pilsner,Perfect for weekends,nan,nan,5,45-60
1376,63,Female,Secondary,Employed Full-time,50000,Manila,3,5,IPA,Could be creamier,Evening,Burger,5,Greater than 60
1861,57,Prefer not to say,Doctorate,Employed Full-time,15000,Davao,7,3,Pilsner,Could be creamier,Morning,Pizza,4,45-60
2517,36,Male,No formal education,Self-employed,35000,Quezon City,6,2,Lager,,nan,Pizza,5,25-45
2005,52,Female,Vocational,Unemployed,10000,Manila,7,3,Lager,"Strong flavor, love it",Evening,Burger,,45-60
1296,64,Prefer not to say,Vocational,Self-employed,10000,Manila,7,4,IPA,nan,Afternoon,Sausages,,Greater than 60
4949,63,Female,Vocational,Employed Part-time,35000,Davao,7,4,Pilsner,Light but not distinctive,Evening,Nuts,3,Greater than 60
4351,43,Male,Primary,Student,15000,Quezon City,1,3,IPA,Affordable,nan,Nuts,,25-45
953,53,Prefer not to say,Secondary,Student,,Manila,2,4,Lager,,Afternoon,Sausages,5,45-60
